periodo_subasta;mes_subastado;slots_ofertados;ronda;N total de ronda;fee;excess %
01/12/2021;01/11/2022;1;4.1;4;391.907;0%
01/12/2021;01/12/2022;15;0;4;48.236;66,70%
01/12/2021;01/12/2022;15;1;4;121.613;46,70%
01/12/2021;01/12/2022;15;2;4;218.263;33,30%
01/12/2021;01/12/2022;15;3;4;301.325;20,00%
01/12/2021;01/12/2022;15;4;4;384.436;-20,00%
01/12/2021;01/12/2022;15;4.1;4;322.103;6,70%
01/12/2021;01/12/2022;15;4.2;4;342.881;0%
01/01/2022;01/02/2022;2;0;4;48.236;
01/01/2022;01/02/2022;2;1;4;122.939;
01/01/2022;01/02/2022;2;2;4;242.757;
01/01/2022;01/02/2022;2;3;4;361.220;
01/01/2022;01/02/2022;2;4;4;458.551;0%
01/01/2022;01/03/2022;0;0;0;48.236;0%
01/01/2022;01/04/2022;0;0;0;48.236;0%
01/01/2022;01/05/2022;0;0;0;48.236;0%
01/01/2022;01/06/2022;0;0;0;48.236;0%
01/01/2022;01/07/2022;0;0;0;48.236;0%
01/01/2022;01/08/2022;0;0;0;48.236;0%
01/01/2022;01/09/2022;0;0;0;48.236;0%
01/01/2022;01/10/2022;0;0;0;48.236;0%
01/01/2022;01/11/2022;0;0;0;48.236;0%
01/01/2022;01/12/2022;0;0;0;48.236;300,00%
01/01/2022;01/12/2022;3;1;4;119.447;200,00%
01/01/2022;01/12/2022;3;2;4;239.115;166,70%
01/01/2022;01/12/2022;3;3;4;358.205;66,70%
01/01/2022;01/12/2022;3;4;4;480.310;-66,70%
01/01/2022;01/12/2022;3;4.1;4;388.732;66,70%
01/01/2022;01/12/2022;3;4.2;4;419.258;0%
01/01/2022;01/01/2023;15;0;4;48.236;80,00%
01/01/2022;01/01/2023;15;1;4;122.105;66,70%
01/01/2022;01/01/2023;15;2;4;244.354;60,00%
01/01/2022;01/01/2023;15;3;4;365.952;13,30%
01/01/2022;01/01/2023;15;4;4;435.991;-6,70%
01/01/2022;01/01/2023;15;4.1;4;383.462;13,30%
01/01/2022;01/01/2023;15;4.2;5;400.971;6,70%
01/01/2022;01/01/2023;15;4.3;6;418.481;0,00%
01/02/2022;01/03/2022;2;0;3;48.236;
01/02/2022;01/03/2022;2;1;3;120.638;
01/02/2022;01/03/2022;2;2;3;241.252;
01/02/2022;01/03/2022;2;3;3;363.174;
01/02/2022;01/03/2022;2;3.1;3;271.733;0%
01/02/2022;01/04/2022;0;0;0;48.236;0%
01/02/2022;01/05/2022;0;0;0;48.236;0%
01/02/2022;01/06/2022;0;0;0;48.236;0%
01/02/2022;01/07/2022;0;0;0;48.236;0%
01/02/2022;01/08/2022;0;0;0;48.236;0%
01/02/2022;01/09/2022;0;0;0;48.236;0%
01/02/2022;01/10/2022;0;0;0;48.236;0%
01/02/2022;01/11/2022;0;0;0;48.236;0%
01/02/2022;01/12/2022;1;0;4;48.236;1200,00%
01/02/2022;01/12/2022;1;1;4;120.368;1000,00%
01/02/2022;01/12/2022;1;2;4;238.686;500,00%
01/02/2022;01/12/2022;1;3;4;357.684;200,00%
01/02/2022;01/12/2022;1;4;4;476.282;-100,00%
01/02/2022;01/12/2022;1;4.1;4;387.334;0%
01/02/2022;01/01/2023;1;0;4;48.236;1100,00%
01/02/2022;01/01/2023;1;1;4;122.992;700,00%
01/02/2022;01/01/2023;1;2;4;244.643;500,00%
01/02/2022;01/01/2023;1;3;4;362.986;100,00%
01/02/2022;01/01/2023;1;4;4;481.255;-100,00%
01/02/2022;01/01/2023;1;4.1;4;392.553;100,00%
01/02/2022;01/01/2023;1;4.2;4;422.120;0%
01/02/2022;01/02/2023;14;0;4;48.236;114,30%
01/02/2022;01/02/2023;14;1;4;118.743;92,90%
01/02/2022;01/02/2023;14;2;4;237.360;71,40%
01/02/2022;01/02/2023;14;3;4;355.639;50,00%
01/02/2022;01/02/2023;14;4;4;454.161;0%
01/03/2022;01/04/2022;5;0;9;48.236;440,00%
01/03/2022;01/04/2022;5;1;9;119.746;380,00%
01/03/2022;01/04/2022;5;2;9;239.839;300,00%
01/03/2022;01/04/2022;5;3;9;360.260;260,00%
01/03/2022;01/04/2022;5;4;9;480.542;260,00%
01/03/2022;01/04/2022;5;5;9;600.461;180,00%
01/03/2022;01/04/2022;5;6;9;722.527;80,00%
01/03/2022;01/04/2022;5;7;9;843.074;40,00%
01/03/2022;01/04/2022;5;8;9;940.182;
01/03/2022;01/04/2022;5;9;9;1.025.227;0%
01/03/2022;01/05/2022;2;0;9;48.236;800,00%
01/03/2022;01/05/2022;2;1;9;118.723;650,00%
01/03/2022;01/05/2022;2;2;9;238.677;600,00%
01/03/2022;01/05/2022;2;3;9;358.427;
01/03/2022;01/05/2022;2;4;9;480.773;
01/03/2022;01/05/2022;2;5;9;599.405;
01/03/2022;01/05/2022;2;6;9;721.471;
01/03/2022;01/05/2022;2;7;9;841.414;
01/03/2022;01/05/2022;2;8;9;960.712;
01/03/2022;01/05/2022;2;9;9;1.082.980;0%
01/03/2022;01/06/2022;0;0;0;48.236;0%
01/03/2022;01/07/2022;0;0;0;48.236;0%
01/03/2022;01/08/2022;0;0;0;48.236;0%
01/03/2022;01/09/2022;0;0;0;48.236;0%
01/03/2022;01/10/2022;0;0;0;48.236;0%
01/03/2022;01/11/2022;0;0;0;48.236;0%
01/03/2022;01/12/2022;0;0;0;48.236;0%
01/03/2022;01/01/2023;0;0;0;48.236;0%
01/03/2022;01/02/2023;0;0;0;48.236;0%
01/03/2022;01/03/2023;13;0;5;48.236;115,40%
01/03/2022;01/03/2023;13;1;5;122.269;100,00%
01/03/2022;01/03/2023;13;2;5;241.614;84,60%
01/03/2022;01/03/2023;13;3;5;361.963;46,20%
01/03/2022;01/03/2023;13;4;5;460.625;15,40%
01/03/2022;01/03/2023;13;5;5;530.818;-7,70%
01/03/2022;01/03/2023;13;5.1;5;478.173;0%
01/04/2022;01/05/2022;3;0;14;48.236;633,30%
01/04/2022;01/05/2022;3;1;14;119.288;466,70%
01/04/2022;01/05/2022;3;2;14;241.233;366,70%
01/04/2022;01/05/2022;3;3;14;363.907;333,30%
01/04/2022;01/05/2022;3;4;14;482.124;
01/04/2022;01/05/2022;3;5;14;604.981;
01/04/2022;01/05/2022;3;6;14;723.241;
01/04/2022;01/05/2022;3;7;14;842.654;
01/04/2022;01/05/2022;3;8;14;964.585;
01/04/2022;01/05/2022;3;9;14;1.087.022;
01/04/2022;01/05/2022;3;10;14;1.206.995;
01/04/2022;01/05/2022;3;11;14;1.326.360;
01/04/2022;01/05/2022;3;12;14;1.444.567;
01/04/2022;01/05/2022;3;13;14;1.564.621;
01/04/2022;01/05/2022;3;14;14;1.648.919;0%
01/04/2022;01/06/2022;2;0;15;48.236;800,00%
01/04/2022;01/06/2022;2;1;15;121.236;750,00%
01/04/2022;01/06/2022;2;2;15;241.383;700,00%
01/04/2022;01/06/2022;2;3;15;364.047;700,00%
01/04/2022;01/06/2022;2;4;15;482.534;
01/04/2022;01/06/2022;2;5;15;600.968;
01/04/2022;01/06/2022;2;6;15;719.397;
01/04/2022;01/06/2022;2;7;15;839.760;
01/04/2022;01/06/2022;2;8;15;961.040;
01/04/2022;01/06/2022;2;9;15;1.083.308;
01/04/2022;01/06/2022;2;10;15;1.201.930;
01/04/2022;01/06/2022;2;11;15;1.322.607;
01/04/2022;01/06/2022;2;12;15;1.419.976;
01/04/2022;01/06/2022;2;13;15;1.514.567;
01/04/2022;01/06/2022;2;14;15;1.609.712;
01/04/2022;01/06/2022;2;15;15;1.704.323;
01/04/2022;01/07/2022;0;0;10;48.236;0%
01/04/2022;01/08/2022;0;0;10;48.236;0%
01/04/2022;01/09/2022;0;0;10;48.236;0%
01/04/2022;01/10/2022;0;0;10;48.236;0%
01/04/2022;01/11/2022;0;0;10;48.236;0%
01/04/2022;01/12/2022;0;0;10;48.236;0%
01/04/2022;01/01/2023;0;0;10;48.236;0%
01/04/2022;01/02/2023;1;0;10;48.236;1100,00%
01/04/2022;01/02/2023;1;1;10;119.505;1000,00%
01/04/2022;01/02/2023;1;2;10;237.919;800,00%
01/04/2022;01/02/2023;1;3;10;359.228;700,00%
01/04/2022;01/02/2023;1;4;10;479.808;600,00%
01/04/2022;01/02/2023;1;5;10;598.310;
01/04/2022;01/02/2023;1;6;10;719.913;
01/04/2022;01/02/2023;1;7;10;841.053;
01/04/2022;01/02/2023;1;8;10;960.109;
01/04/2022;01/02/2023;1;9;10;1.082.739;
01/04/2022;01/02/2023;1;10;10;1.204.135;
01/04/2022;01/03/2023;0;0;0;48.236;0%
01/04/2022;01/04/2023;12;0;9;48.236;150,00%
01/04/2022;01/04/2023;12;1;9;118.390;150,00%
01/04/2022;01/04/2023;12;2;9;239.776;125,00%
01/04/2022;01/04/2023;12;3;9;361.326;91,70%
01/04/2022;01/04/2023;12;4;9;482.558;75,00%
01/04/2022;01/04/2023;12;5;9;601.406;41,70%
01/04/2022;01/04/2023;12;6;9;700.049;25,00%
01/04/2022;01/04/2023;12;7;9;784.255;16,70%
01/04/2022;01/04/2023;12;8;9;854.409;8,30%
01/04/2022;01/04/2023;12;9;9;928.278;0%
01/05/2022;01/06/2022;1;0;40;48.236;1500,00%
01/05/2022;01/06/2022;1;1;40;120.276;1300,00%
01/05/2022;01/06/2022;1;2;40;241.619;1300,00%
01/05/2022;01/06/2022;1;3;40;364.577;1300,00%
01/05/2022;01/06/2022;1;4;40;482.876;1100,00%
01/05/2022;01/06/2022;1;5;40;604.055;1100,00%
01/05/2022;01/06/2022;1;6;40;724.833;1100,00%
01/05/2022;01/06/2022;1;7;40;844.820;1100,00%
01/05/2022;01/06/2022;1;8;40;967.667;0,00%
01/05/2022;01/06/2022;1;9;40;1.087.847;
01/05/2022;01/06/2022;1;10;40;1.207.501;
01/05/2022;01/06/2022;1;11;40;1.329.581;
01/05/2022;01/06/2022;1;12;40;1.452.188;
01/05/2022;01/06/2022;1;13;40;1.573.125;
01/05/2022;01/06/2022;1;14;40;1.694.121;
01/05/2022;01/06/2022;1;15;40;1.815.236;
01/05/2022;01/06/2022;1;16;40;1.936.458;
01/05/2022;01/06/2022;1;17;40;2.057.140;
01/05/2022;01/06/2022;1;18;40;2.179.028;
01/05/2022;01/06/2022;1;19;40;2.298.359;
01/05/2022;01/06/2022;1;20;40;2.418.539;
01/05/2022;01/06/2022;1;21;40;2.536.784;
01/05/2022;01/06/2022;1;22;40;2.656.598;
01/05/2022;01/06/2022;1;23;40;2.777.328;
01/05/2022;01/06/2022;1;24;40;2.895.863;
01/05/2022;01/06/2022;1;25;40;3.018.252;
01/05/2022;01/06/2022;1;26;40;3.139.459;
01/05/2022;01/06/2022;1;27;40;3.259.774;
01/05/2022;01/06/2022;1;28;40;3.380.278;
01/05/2022;01/06/2022;1;29;40;3.500.858;
01/05/2022;01/06/2022;1;30;40;3.619.543;
01/05/2022;01/06/2022;1;31;40;3.738.994;
01/05/2022;01/06/2022;1;32;40;3.861.745;
01/05/2022;01/06/2022;1;33;40;3.982.292;
01/05/2022;01/06/2022;1;34;40;4.104.763;
01/05/2022;01/06/2022;1;35;40;4.227.548;
01/05/2022;01/06/2022;1;36;40;4.347.033;
01/05/2022;01/06/2022;1;37;40;4.467.546;
01/05/2022;01/06/2022;1;38;40;4.586.935;
01/05/2022;01/06/2022;1;39;40;4.705.591;
01/05/2022;01/06/2022;1;40;40;4.824.806;
01/05/2022;01/07/2022;3;0;31;48.236;766,70%
01/05/2022;01/07/2022;3;1;31;122.119;733,30%
01/05/2022;01/07/2022;3;2;31;242.859;733,30%
01/05/2022;01/07/2022;3;3;31;361.577;733,30%
01/05/2022;01/07/2022;3;4;31;481.376;666,70%
01/05/2022;01/07/2022;3;5;31;601.233;666,70%
01/05/2022;01/07/2022;3;6;31;721.707;666,70%
01/05/2022;01/07/2022;3;7;31;841.713;666,70%
01/05/2022;01/07/2022;3;8;31;961.382;600,00%
01/05/2022;01/07/2022;3;9;31;1.080.351;466,70%
01/05/2022;01/07/2022;3;10;31;1.201.149;466,70%
01/05/2022;01/07/2022;3;11;31;1.321.078;433,30%
01/05/2022;01/07/2022;3;12;31;1.441.436;433,30%
01/05/2022;01/07/2022;3;13;31;1.562.567;433,30%
01/05/2022;01/07/2022;3;14;31;1.681.193;433,30%
01/05/2022;01/07/2022;3;15;31;1.803.231;433,30%
01/05/2022;01/07/2022;3;16;31;1.923.285;433,30%
01/05/2022;01/07/2022;3;17;31;2.044.488;333,30%
01/05/2022;01/07/2022;3;18;31;2.167.243;300,00%
01/05/2022;01/07/2022;3;19;31;2.285.542;233,30%
01/05/2022;01/07/2022;3;20;31;2.405.153;233,30%
01/05/2022;01/07/2022;3;21;31;2.525.627;233,30%
01/05/2022;01/07/2022;3;22;31;2.647.717;233,30%
01/05/2022;01/07/2022;3;23;31;2.767.063;
01/05/2022;01/07/2022;3;24;31;2.888.473;
01/05/2022;01/07/2022;3;25;31;3.007.278;
01/05/2022;01/07/2022;3;26;31;3.126.976;
01/05/2022;01/07/2022;3;27;31;3.248.685;
01/05/2022;01/07/2022;3;28;31;3.371.349;
01/05/2022;01/07/2022;3;29;31;3.493.502;
01/05/2022;01/07/2022;3;30;31;3.616.200;
01/05/2022;01/07/2022;3;31;31;3.702.417;
01/05/2022;01/08/2022;1;0;30;48.236;1500,00%
01/05/2022;01/08/2022;1;1;30;121.767;1400,00%
01/05/2022;01/08/2022;1;2;30;240.702;1400,00%
01/05/2022;01/08/2022;1;3;30;360.082;1200,00%
01/05/2022;01/08/2022;1;4;30;479.596;1000,00%
01/05/2022;01/08/2022;1;5;30;600.606;1000,00%
01/05/2022;01/08/2022;1;6;30;723.106;1000,00%
01/05/2022;01/08/2022;1;7;30;842.181;1000,00%
01/05/2022;01/08/2022;1;8;30;962.173;
01/05/2022;01/08/2022;1;9;30;1.081.712;
01/05/2022;01/08/2022;1;10;30;1.202.167;
01/05/2022;01/08/2022;1;11;30;1.321.425;
01/05/2022;01/08/2022;1;12;30;1.440.737;
01/05/2022;01/08/2022;1;13;30;1.559.118;
01/05/2022;01/08/2022;1;14;30;1.679.520;
01/05/2022;01/08/2022;1;15;30;1.799.762;
01/05/2022;01/08/2022;1;16;30;1.918.534;
01/05/2022;01/08/2022;1;17;30;2.039.076;
01/05/2022;01/08/2022;1;18;30;2.159.063;
01/05/2022;01/08/2022;1;19;30;2.279.633;
01/05/2022;01/08/2022;1;20;30;2.400.421;
01/05/2022;01/08/2022;1;21;30;2.518.860;
01/05/2022;01/08/2022;1;22;30;2.638.673;
01/05/2022;01/08/2022;1;23;30;2.759.866;
01/05/2022;01/08/2022;1;24;30;2.880.249;
01/05/2022;01/08/2022;1;25;30;3.000.540;
01/05/2022;01/08/2022;1;26;30;3.122.249;
01/05/2022;01/08/2022;1;27;30;3.242.742;
01/05/2022;01/08/2022;1;28;30;3.360.935;
01/05/2022;01/08/2022;1;29;30;3.481.896;
01/05/2022;01/08/2022;1;30;30;3.602.009;
01/05/2022;01/09/2022;1;0;25;48.236;1400,00%
01/05/2022;01/09/2022;1;1;25;120.527;1300,00%
01/05/2022;01/09/2022;1;2;25;241.759;1200,00%
01/05/2022;01/09/2022;1;3;25;361.148;1100,00%
01/05/2022;01/09/2022;1;4;25;483.971;900,00%
01/05/2022;01/09/2022;1;5;25;602.545;900,00%
01/05/2022;01/09/2022;1;6;25;721.524;800,00%
01/05/2022;01/09/2022;1;7;25;839.851;800,00%
01/05/2022;01/09/2022;1;8;25;961.638;800,00%
01/05/2022;01/09/2022;1;9;25;1.083.795;600,00%
01/05/2022;01/09/2022;1;10;25;1.204.882;600,00%
01/05/2022;01/09/2022;1;11;25;1.327.744;600,00%
01/05/2022;01/09/2022;1;12;25;1.448.228;600,00%
01/05/2022;01/09/2022;1;13;25;1.566.657;600,00%
01/05/2022;01/09/2022;1;14;25;1.684.864;600,00%
01/05/2022;01/09/2022;1;15;25;1.803.264;600,00%
01/05/2022;01/09/2022;1;16;25;1.926.242;600,00%
01/05/2022;01/09/2022;1;17;25;2.045.930;500,00%
01/05/2022;01/09/2022;1;18;25;2.165.763;500,00%
01/05/2022;01/09/2022;1;19;25;2.284.722;500,00%
01/05/2022;01/09/2022;1;20;25;2.407.589;500,00%
01/05/2022;01/09/2022;1;21;25;2.528.628;500,00%
01/05/2022;01/09/2022;1;22;25;2.647.235;400,00%
01/05/2022;01/09/2022;1;23;25;2.769.610;
01/05/2022;01/09/2022;1;24;25;2.888.213;
01/05/2022;01/09/2022;1;25;25;3.008.860;
01/05/2022;01/10/2022;1;0;25;48.236;1400%
01/05/2022;01/10/2022;1;1;25;121.314;1400%
01/05/2022;01/10/2022;1;2;25;242.786;1400%
01/05/2022;01/10/2022;1;3;25;364.645;1300%
01/05/2022;01/10/2022;1;4;25;486.036;1100%
01/05/2022;01/10/2022;1;5;25;604.831;1100%
01/05/2022;01/10/2022;1;6;25;727.655;1000%
01/05/2022;01/10/2022;1;7;25;846.074;1000%
01/05/2022;01/10/2022;1;8;25;966.572;900%
01/05/2022;01/10/2022;1;9;25;1.086.878;700%
01/05/2022;01/10/2022;1;10;25;1.207.781;600%
01/05/2022;01/10/2022;1;11;25;1.326.775;600%
01/05/2022;01/10/2022;1;12;25;1.449.202;600%
01/05/2022;01/10/2022;1;13;25;1.569.329;600%
01/05/2022;01/10/2022;1;14;25;1.690.503;600%
01/05/2022;01/10/2022;1;15;25;1.811.590;500%
01/05/2022;01/10/2022;1;16;25;1.931.345;500%
01/05/2022;01/10/2022;1;17;25;2.051.713;300%
01/05/2022;01/10/2022;1;18;25;2.173.398;200%
01/05/2022;01/10/2022;1;19;25;2.293.385;200%
01/05/2022;01/10/2022;1;20;25;2.414.506;200%
01/05/2022;01/10/2022;1;21;25;2.534.619;200%
01/05/2022;01/10/2022;1;22;25;2.655.971;200%
01/05/2022;01/10/2022;1;23;25;2.778.587;200%
01/05/2022;01/10/2022;1;24;25;2.900.903;100%
01/05/2022;01/10/2022;1;25;25;3.019.265;-200%
01/05/2022;01/10/2022;1;25.1;25;2.930.494;100%
01/05/2022;01/10/2022;1;25.2;25;2.960.084;100%
01/05/2022;01/10/2022;1;25.3;25;2.989.675;0%
01/05/2022;01/11/2022;0;0;0;48.236;0%
01/05/2022;01/12/2022;0;0;0;48.236;0%
01/05/2022;01/01/2023;0;0;0;48.236;0%
01/05/2022;01/02/2023;0;0;0;48.236;0%
01/05/2022;01/03/2023;0;0;0;48.236;0%
01/05/2022;01/04/2023;0;0;0;48.236;0%
01/05/2022;01/05/2023;12;0;25;48.236;161,50%
01/05/2022;01/05/2023;12;1;25;118.728;153,90%
01/05/2022;01/05/2023;12;2;25;241.479;153,90%
01/05/2022;01/05/2023;12;3;25;363.357;153,90%
01/05/2022;01/05/2023;12;4;25;485.370;138,50%
01/05/2022;01/05/2023;12;5;25;607.301;107,70%
01/05/2022;01/05/2023;12;6;25;726.309;92,30%
01/05/2022;01/05/2023;12;7;25;847.019;84,60%
01/05/2022;01/05/2023;12;8;25;966.148;84,60%
01/05/2022;01/05/2023;12;9;25;1.084.340;76,90%
01/05/2022;01/05/2023;12;10;25;1.205.881;76,90%
01/05/2022;01/05/2023;12;11;25;1.327.898;76,90%
01/05/2022;01/05/2023;12;12;25;1.448.739;76,90%
01/05/2022;01/05/2023;12;13;25;1.568.422;76,90%
01/05/2022;01/05/2023;12;14;25;1.687.059;69,20%
01/05/2022;01/05/2023;12;15;25;1.806.351;61,50%
01/05/2022;01/05/2023;12;16;25;1.926.010;61,50%
01/05/2022;01/05/2023;12;17;25;2.046.948;61,50%
01/05/2022;01/05/2023;12;18;25;2.165.396;61,50%
01/05/2022;01/05/2023;12;19;25;2.287.226;46,20%
01/05/2022;01/05/2023;12;20;25;2.381.614;46,20%
01/05/2022;01/05/2023;12;21;25;2.476.345;46,20%
01/05/2022;01/05/2023;12;22;25;2.571.085;38,50%
01/05/2022;01/05/2023;12;23;25;2.655.426;38,50%
01/05/2022;01/05/2023;12;24;25;2.741.300;23,10%
01/05/2022;01/05/2023;12;25;25;2.825.882;0%
01/06/2022;01/07/2022;5;0;12;48.236;300%
01/06/2022;01/07/2022;5;1;12;209.456;240%
01/06/2022;01/07/2022;5;2;12;419.902;200%
01/06/2022;01/07/2022;5;3;12;629.118;160%
01/06/2022;01/07/2022;5;4;12;838.320;120%
01/06/2022;01/07/2022;5;5;12;1.047.525;120%
01/06/2022;01/07/2022;5;6;12;1.256.255;100%
01/06/2022;01/07/2022;5;7;12;1.466.419;80%
01/06/2022;01/07/2022;5;8;12;1.676.320;20%
01/06/2022;01/07/2022;5;9;12;1.775.640;20%
01/06/2022;01/07/2022;5;10;12;1.875.068;20%
01/06/2022;01/07/2022;5;11;12;1.974.888;20%
01/06/2022;01/07/2022;5;12;12;2.073.853;-20%
01/06/2022;01/07/2022;5;12.1;12;1.999.629;0%
01/06/2022;01/08/2022;4;0;11;48.236;400,00%
01/06/2022;01/08/2022;4;1;11;209.456;350,00%
01/06/2022;01/08/2022;4;2;11;418.497;300,00%
01/06/2022;01/08/2022;4;3;11;627.638;225,00%
01/06/2022;01/08/2022;4;4;11;837.002;175,00%
01/06/2022;01/08/2022;4;5;11;1.047.040;175,00%
01/06/2022;01/08/2022;4;6;11;1.256.681;125,00%
01/06/2022;01/08/2022;4;7;11;1.466.018;125,00%
01/06/2022;01/08/2022;4;8;11;1.676.510;50,00%
01/06/2022;01/08/2022;4;9;11;1.808.317;
01/06/2022;01/08/2022;4;10;11;1.907.947;
01/06/2022;01/08/2022;4;11;11;2.007.576;0%
01/06/2022;01/09/2022;0;0;0;48.236;0%
01/06/2022;01/10/2022;0;0;0;48.236;0%
01/06/2022;01/11/2022;0;0;0;48.236;0%
01/06/2022;01/12/2022;0;0;0;48.236;0%
01/06/2022;01/01/2023;0;0;0;48.236;0%
01/06/2022;01/02/2023;0;0;0;48.236;0%
01/06/2022;01/03/2023;0;0;0;48.236;0%
01/06/2022;01/04/2023;0;0;0;48.236;0%
01/06/2022;01/05/2023;0;0;0;48.236;0%
01/06/2022;01/06/2023;12;0;0;48.236;175,00%
01/06/2022;01/06/2023;12;1;10;209.516;158,30%
01/06/2022;01/06/2023;12;2;10;419.483;141,70%
01/06/2022;01/06/2023;12;3;10;628.970;125,00%
01/06/2022;01/06/2023;12;4;10;838.494;75,00%
01/06/2022;01/06/2023;12;5;10;1.048.226;41,70%
01/06/2022;01/06/2023;12;6;10;1.180.875;41,70%
01/06/2022;01/06/2023;12;7;10;1.313.271;25,00%
01/06/2022;01/06/2023;12;8;10;1.412.596;16,70%
01/06/2022;01/06/2023;12;9;10;1.489.329;16,70%
01/06/2022;01/06/2023;12;10;10;1.567.029;0%
